Lifetime_Value,Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Mobile_App_Usage,Social_Media_Engagement_Score,Email_Open_Rate,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Wishlist_Items,Discount_Usage_Rate,Returns_Rate,Customer_Service_Calls,Product_Reviews_Written,Payment_Method_Diversity
1037.36,39.0,0.8,12.0,21.3,8.2,21.9,31.9,27.7,0.0,54.3,5.0,70.92,2.5,4.0,2.0,
1454.42,48.0,2.2,15.0,34.1,14.4,27.2,,27.2,14.0,60.2,3.0,87.4,1.6,5.0,3.0,2.0
775.74,55.0,1.2,20.0,33.9,9.5,31.8,67.3,31.5,20.0,47.5,,21.48,2.9,4.0,4.0,2.0
620.98,35.0,9.9,3.0,5.8,4.0,6.5,13.2,10.2,16.0,76.6,2.0,40.4,13.8,7.0,1.0,3.0
2996.72,40.0,0.6,22.0,35.3,,31.5,43.9,32.7,22.0,41.4,13.0,49.0,6.8,8.0,5.0,2.0
5361.73,34.0,1.1,20.0,46.2,18.8,41.7,,55.2,23.0,19.7,6.0,68.1,3.4,1.0,5.0,4.0
1730.8,28.0,2.8,11.0,23.8,6.2,12.0,26.5,12.0,30.0,77.8,7.0,28.3,,7.0,2.0,2.0
1028.27,,3.9,15.0,32.5,,19.8,42.9,22.1,72.0,63.5,5.0,34.56,2.2,6.0,3.0,3.0
1126.04,48.0,2.6,1.0,20.7,8.3,8.2,11.5,25.6,18.0,82.1,1.0,60.0,4.4,4.0,,2.0
1197.23,40.0,0.7,21.0,38.4,13.2,41.7,36.1,19.8,23.0,51.2,4.0,66.9,3.9,2.0,3.0,2.0
1659.06,60.0,0.6,27.0,31.8,9.2,18.7,21.1,44.4,6.0,53.8,3.0,56.4,13.3,8.0,2.0,5.0
139.71,49.0,3.5,13.0,2.4,7.9,11.6,0.0,14.5,10.0,71.2,2.0,48.9,4.6,6.0,1.0,2.0
595.89,29.0,2.8,12.0,12.8,7.5,20.2,13.1,2.4,3.0,71.5,2.0,16.1,2.5,3.0,1.0,2.0
2343.93,48.0,2.4,16.0,22.3,,21.1,,19.7,74.0,47.3,2.0,29.0,,8.0,7.0,4.0
1443.2,34.0,0.7,13.0,21.8,,13.0,11.1,24.8,60.0,75.3,1.0,,6.9,1.0,4.0,3.0
1918.08,52.0,2.7,23.0,40.9,12.5,30.2,45.9,43.5,18.0,30.8,12.0,42.4,10.7,1.0,,3.0
1291.77,32.0,3.0,20.0,42.9,10.5,29.8,,31.1,68.0,48.7,9.0,12.9,2.9,1.0,2.0,2.0
458.83,25.0,0.7,2.0,18.2,1.0,11.2,14.8,12.7,12.0,88.4,1.0,29.64,7.0,6.0,2.0,2.0
2440.82,28.0,5.8,4.0,23.8,4.7,9.6,24.4,,8.0,70.3,,46.0,12.7,7.0,1.0,2.0
1490.82,29.0,2.4,7.0,16.4,4.0,23.9,6.3,8.6,11.0,73.0,2.0,36.72,12.0,8.0,1.0,2.0
1617.89,27.0,1.5,23.0,42.7,15.6,32.0,53.8,41.8,87.0,47.0,5.0,35.0,,3.0,8.0,1.0
645.54,31.0,0.5,5.0,29.6,2.1,11.6,17.8,18.2,22.0,59.2,0.0,53.52,10.7,9.0,1.0,1.0
2046.98,48.0,1.1,28.0,31.6,13.8,23.1,58.4,10.9,8.0,45.8,2.0,50.5,8.9,4.0,3.0,1.0
819.41,59.0,1.8,1.0,23.5,3.4,23.2,14.6,,54.0,68.4,4.0,81.3,16.9,8.0,2.0,1.0
969.77,22.0,0.2,14.0,,8.5,18.0,58.4,25.5,37.0,73.8,5.0,87.2,6.0,1.0,2.0,2.0
3457.4,53.0,2.8,15.0,28.5,9.8,21.7,,27.5,26.0,59.9,,34.1,26.7,8.0,5.0,2.0
2073.65,32.0,2.8,23.0,47.0,14.3,42.2,72.9,46.6,74.0,39.7,7.0,,1.7,1.0,4.0,4.0
1960.11,42.0,8.2,17.0,36.4,13.2,,,30.1,9.0,32.7,4.0,57.72,0.9,4.0,5.0,4.0
1258.29,18.0,0.4,10.0,44.7,13.2,29.1,41.7,36.2,43.0,34.2,8.0,31.5,2.9,3.0,7.0,1.0
1627.16,44.0,0.7,11.0,26.3,8.8,29.8,61.7,22.1,18.0,47.4,6.0,,5.0,3.0,2.0,2.0
1902.66,18.0,1.2,15.0,26.9,9.3,20.1,23.4,8.1,13.0,48.5,5.0,13.3,8.4,3.0,3.0,2.0
588.54,41.0,4.3,10.0,14.2,9.9,5.6,17.5,28.3,,66.8,3.0,,17.1,15.0,,2.0
686.55,41.0,1.6,1.0,16.7,6.0,8.9,5.0,0.0,11.0,73.4,6.0,16.4,5.5,5.0,2.0,3.0
1110.65,40.0,4.7,0.0,14.8,7.3,9.1,0.0,5.4,,64.8,1.0,14.9,14.4,7.0,0.0,3.0
805.36,29.0,0.4,0.0,,6.9,12.6,10.4,2.5,46.0,70.3,2.0,31.5,5.1,5.0,2.0,1.0
1741.78,44.0,0.2,15.0,32.4,8.7,20.4,29.0,24.7,23.0,54.0,11.0,33.5,3.1,9.0,1.0,1.0
1400.19,42.0,2.0,6.0,14.4,7.3,13.3,7.0,26.4,26.0,64.7,0.0,,3.3,8.0,2.0,5.0
1705.43,35.0,4.3,22.0,27.5,10.9,28.3,26.2,21.7,45.0,52.3,5.0,17.9,4.2,3.0,2.0,
1996.9,46.0,4.2,4.0,24.0,9.0,17.2,,35.3,12.0,63.6,3.0,22.2,5.5,4.0,2.0,1.0
1732.27,36.0,0.5,21.0,35.4,11.3,35.3,45.4,42.0,27.0,44.3,9.0,25.9,14.9,8.0,7.0,4.0
1564.8,44.0,7.8,9.0,43.4,13.0,,37.2,25.0,3.0,48.8,1.0,37.68,14.5,3.0,1.0,2.0
1549.6,36.0,6.0,20.0,25.0,11.7,23.8,63.9,34.8,6.0,36.0,9.0,51.24,4.1,5.0,3.0,3.0
5879.39,,6.3,0.0,,5.1,15.3,5.5,,14.0,83.9,,99.0,2.9,11.0,4.0,1.0
812.69,44.0,2.1,0.0,,3.6,7.4,20.6,7.2,12.0,77.3,4.0,65.0,4.3,7.0,1.0,2.0
1514.99,33.0,3.6,22.0,30.3,12.1,36.0,,35.1,3.0,52.5,8.0,25.4,6.9,9.0,4.0,1.0
479.65,,3.9,4.0,10.9,4.8,0.0,0.0,18.2,14.0,75.3,5.0,65.5,10.0,2.0,0.0,
788.32,41.0,2.4,7.0,21.4,12.5,19.5,,10.9,35.0,48.5,5.0,35.7,9.2,6.0,,2.0
773.9,52.0,4.7,8.0,,,3.8,0.0,11.0,35.0,69.2,,23.4,,5.0,0.0,3.0
1231.58,41.0,3.3,20.0,43.3,12.5,32.7,58.3,48.5,30.0,42.9,2.0,75.0,,9.0,,1.0
2003.6,41.0,3.5,22.0,40.5,13.6,35.2,44.4,36.6,9.0,34.5,5.0,42.35999999999999,14.5,3.0,4.0,1.0
1280.56,37.0,2.2,10.0,30.5,9.6,29.5,14.6,18.0,0.0,59.4,7.0,49.5,,4.0,2.0,2.0
422.73,,1.5,11.0,25.9,,16.5,28.4,27.0,23.0,47.2,4.0,38.28,3.7,6.0,0.0,3.0
586.04,35.0,1.4,14.0,21.9,10.6,25.5,16.2,2.4,4.0,64.0,6.0,5.1,4.6,6.0,2.0,3.0
1449.46,32.0,0.8,15.0,37.0,10.9,23.5,,18.5,21.0,42.3,6.0,18.8,4.5,5.0,5.0,3.0
1692.52,51.0,4.7,20.0,32.8,10.5,23.7,18.2,50.1,3.0,66.3,10.0,22.7,0.9,4.0,2.0,
929.12,31.0,3.1,10.0,25.7,7.0,10.6,28.5,12.5,20.0,45.4,8.0,15.7,0.8,4.0,3.0,3.0
1907.88,48.0,6.4,17.0,31.8,11.1,21.3,33.0,39.2,54.0,59.6,,33.6,8.5,8.0,6.0,4.0
2658.54,51.0,3.2,1.0,32.0,,17.7,7.0,6.1,11.0,78.1,5.0,63.6,3.2,7.0,2.0,2.0
916.99,44.0,4.2,9.0,29.0,4.8,21.2,4.6,21.3,18.0,41.2,3.0,64.4,5.3,8.0,3.0,3.0
1349.26,23.0,0.5,11.0,21.7,7.0,18.6,36.1,24.1,31.0,61.6,3.0,4.3,2.1,4.0,3.0,3.0
2062.4,38.0,3.2,10.0,18.6,7.5,,15.1,13.8,5.0,49.5,3.0,67.92,9.0,9.0,2.0,1.0
624.5,35.0,3.7,7.0,8.5,7.9,,39.6,12.6,60.0,76.0,3.0,33.84,,5.0,0.0,3.0
2878.75,32.0,2.9,22.0,40.2,17.6,31.2,40.1,30.3,15.0,43.7,11.0,56.2,8.9,3.0,5.0,2.0
272.12,39.0,1.4,2.0,8.2,4.3,6.8,15.2,1.5,29.0,81.5,1.0,66.47999999999999,5.9,19.0,1.0,4.0
5282.58,47.0,4.2,19.0,42.7,13.4,,40.0,35.9,10.0,41.6,13.0,21.6,12.2,3.0,4.0,
397.52,32.0,2.7,15.0,15.3,11.5,20.2,,5.2,76.0,47.0,3.0,79.0,0.7,2.0,0.0,3.0
2270.89,35.0,1.7,33.0,59.8,17.2,42.8,87.0,61.0,10.0,34.9,8.0,25.7,3.8,0.0,,3.0
916.32,35.0,0.4,9.0,40.1,6.0,19.2,43.2,15.2,31.0,56.5,5.0,15.6,10.3,8.0,3.0,2.0
2590.72,51.0,1.6,19.0,33.4,11.7,24.1,47.6,31.4,179.0,35.1,,22.7,12.1,4.0,7.0,2.0
1063.66,34.0,2.8,4.0,,3.4,,31.9,0.0,78.0,96.3,2.0,75.6,9.1,4.0,,3.0
2049.78,23.0,3.8,18.0,33.4,,33.3,18.1,43.4,53.0,44.1,10.0,8.4,5.0,4.0,1.0,3.0
861.4,19.0,2.7,13.0,,2.3,9.8,49.3,13.5,,88.6,3.0,42.96,18.0,10.0,2.0,2.0
1303.85,42.0,1.5,19.0,30.2,12.3,24.2,50.6,24.4,68.0,46.3,3.0,43.08,10.3,3.0,8.0,3.0
1198.01,28.0,10.0,12.0,38.3,12.0,26.0,0.0,34.3,2.0,38.1,8.0,52.32,2.7,9.0,5.0,2.0
1864.6,46.0,3.4,29.0,40.2,15.4,41.5,57.0,39.1,3.0,45.7,15.0,14.1,3.4,2.0,8.0,3.0
877.59,22.0,3.2,12.0,25.2,8.3,21.0,27.1,27.8,8.0,66.7,4.0,40.1,2.8,8.0,3.0,4.0
661.35,31.0,4.2,0.0,18.6,3.6,6.2,,25.6,27.0,83.4,3.0,26.6,10.9,5.0,2.0,2.0
1220.44,22.0,0.6,18.0,44.4,,24.3,20.8,36.0,7.0,45.1,8.0,,2.0,7.0,3.0,1.0
1944.88,43.0,1.7,16.0,55.6,14.8,35.0,70.2,66.9,39.0,29.2,4.0,58.3,1.6,2.0,9.0,3.0
1421.72,45.0,4.1,27.0,46.2,12.3,,52.5,39.1,8.0,26.1,,14.64,4.1,4.0,7.0,3.0
3207.44,42.0,2.2,22.0,41.3,12.9,30.8,61.4,47.9,13.0,30.1,9.0,15.7,2.8,4.0,4.0,1.0
497.0,24.0,3.7,0.0,7.6,3.3,15.6,8.1,11.8,72.0,79.1,1.0,42.2,1.9,3.0,,2.0
644.5,29.0,3.5,1.0,16.0,5.7,10.8,23.2,10.1,7.0,92.9,4.0,38.3,1.9,9.0,0.0,2.0
1398.58,,1.3,9.0,28.6,4.9,,22.5,14.3,50.0,53.1,,34.9,0.7,4.0,1.0,2.0
1409.87,18.0,7.5,24.0,34.5,11.5,22.5,63.0,21.8,0.0,59.3,8.0,43.4,11.2,6.0,6.0,2.0
1587.53,,0.6,10.0,22.6,11.6,27.1,42.8,49.0,22.0,55.5,3.0,40.8,1.8,7.0,3.0,3.0
596.73,56.0,6.4,11.0,30.9,10.8,27.5,65.2,33.4,22.0,52.3,1.0,64.4,4.0,3.0,5.0,3.0
2336.36,35.0,3.7,24.0,26.8,7.1,,3.9,8.6,35.0,64.0,,72.84,3.1,10.0,2.0,3.0
1448.43,20.0,0.2,12.0,29.1,13.8,15.2,36.1,23.2,5.0,43.4,,15.6,3.3,1.0,1.0,3.0
1273.27,30.0,1.3,8.0,,7.2,,0.0,27.7,9.0,64.7,5.0,,4.3,7.0,1.0,3.0
1220.01,30.0,0.5,14.0,43.8,13.8,24.6,75.7,45.8,11.0,43.8,7.0,46.1,,5.0,,2.0
609.33,63.0,4.4,12.0,36.4,10.1,30.5,43.1,23.5,1.0,43.3,5.0,,9.4,3.0,5.0,3.0
559.94,57.0,0.9,0.0,9.9,,10.7,7.4,23.1,2.0,56.2,1.0,28.9,7.7,9.0,1.0,1.0
885.9,46.0,1.1,14.0,40.4,14.6,23.8,59.2,18.9,66.0,50.1,4.0,60.3,25.0,8.0,5.0,1.0
852.23,33.0,2.1,0.0,17.1,6.4,5.7,2.0,6.1,32.0,70.8,1.0,75.24,,9.0,1.0,2.0
909.26,52.0,0.5,9.0,28.3,7.5,14.1,36.5,39.0,6.0,57.2,1.0,71.39999999999999,4.9,9.0,1.0,3.0
1266.16,24.0,3.0,8.0,24.2,9.9,5.4,18.7,6.2,33.0,58.2,0.0,32.4,2.8,10.0,2.0,
1502.33,50.0,6.1,4.0,17.5,6.7,9.1,,39.1,1.0,70.5,1.0,,6.6,12.0,1.0,3.0
607.21,49.0,7.2,7.0,19.1,8.7,19.5,46.4,16.8,,61.2,3.0,33.6,10.8,4.0,2.0,4.0
1130.17,36.0,1.3,0.0,33.2,8.1,7.8,24.0,29.8,24.0,64.4,4.0,41.4,6.1,4.0,5.0,1.0
1331.89,51.0,1.0,35.0,49.9,16.7,33.7,72.0,42.3,13.0,12.1,9.0,10.0,8.8,1.0,,1.0
1209.26,32.0,1.3,16.0,22.3,4.6,9.7,31.1,14.1,54.0,72.7,,30.5,1.5,7.0,2.0,1.0
728.07,22.0,3.5,9.0,18.0,2.2,10.3,,0.5,7.0,73.0,0.0,32.6,9.7,9.0,0.0,2.0
2076.83,49.0,2.1,11.0,,8.2,24.6,72.3,13.9,1.0,68.4,3.0,50.2,16.3,6.0,4.0,4.0
1993.45,36.0,4.0,15.0,34.0,11.0,23.3,51.8,35.5,1.0,48.1,5.0,68.1,4.6,4.0,4.0,5.0
708.41,45.0,1.3,6.0,29.2,7.0,,21.7,27.7,0.0,72.0,3.0,38.6,1.5,5.0,3.0,3.0
1799.23,59.0,1.8,0.0,26.4,4.8,14.4,10.0,12.4,82.0,52.1,2.0,43.0,5.7,11.0,2.0,4.0
165.66,29.0,2.8,0.0,5.9,1.0,8.4,7.0,0.0,17.0,77.1,1.0,22.56,25.6,8.0,1.0,1.0
3119.58,36.0,2.0,14.0,23.0,8.1,15.8,23.6,21.8,23.0,48.3,2.0,51.4,5.4,4.0,2.0,2.0
1003.68,56.0,2.6,19.0,29.5,9.1,20.8,29.9,24.9,3.0,59.1,4.0,,11.5,5.0,,5.0
718.73,46.0,1.8,4.0,24.5,9.0,11.8,23.7,20.1,5.0,64.8,5.0,,,11.0,2.0,3.0
1437.19,29.0,5.3,11.0,27.2,8.8,8.2,28.8,21.7,11.0,46.9,4.0,39.1,3.5,6.0,4.0,4.0
2566.62,26.0,7.3,20.0,36.9,,22.8,49.7,26.6,4.0,60.2,9.0,32.1,2.8,3.0,7.0,1.0
1345.3,31.0,0.7,18.0,45.1,,,,32.7,,55.3,13.0,53.2,6.8,1.0,10.0,2.0
1724.65,29.0,1.9,10.0,24.4,8.1,13.0,0.0,8.7,51.0,77.5,4.0,38.04,10.1,6.0,1.0,3.0
1259.17,40.0,0.9,14.0,25.9,8.9,0.0,1.6,13.3,56.0,88.7,2.0,10.9,4.0,7.0,3.0,1.0
1048.76,38.0,8.8,28.0,47.2,10.5,39.6,59.9,31.3,2.0,15.6,6.0,50.52,0.1,6.0,12.0,4.0
126.77,41.0,1.5,0.0,21.2,6.1,2.8,22.6,21.9,13.0,82.4,0.0,24.6,12.7,6.0,0.0,2.0
1803.41,27.0,4.6,11.0,32.1,8.4,14.2,16.0,11.2,29.0,62.4,3.0,58.1,3.9,5.0,5.0,3.0
2394.34,37.0,3.4,17.0,28.4,7.6,18.9,35.3,20.2,46.0,61.3,5.0,63.3,,10.0,6.0,2.0
943.44,18.0,3.1,18.0,33.6,13.6,25.9,34.1,29.9,47.0,40.0,6.0,51.3,7.3,6.0,7.0,2.0
1209.45,39.0,0.5,8.0,22.6,6.0,21.0,7.4,0.0,15.0,65.6,,16.6,12.9,6.0,1.0,3.0
1264.92,52.0,5.7,16.0,45.1,9.5,26.0,30.3,38.8,36.0,40.0,5.0,57.6,11.4,6.0,7.0,1.0
828.73,20.0,1.6,2.0,29.6,3.4,16.3,2.0,13.3,19.0,58.9,2.0,22.56,2.5,8.0,1.0,1.0
1043.14,43.0,3.0,9.0,,6.7,11.0,43.8,22.7,37.0,67.1,4.0,22.2,,4.0,5.0,4.0
935.76,30.0,2.0,4.0,14.9,4.8,10.4,29.7,11.8,58.0,52.9,1.0,30.1,3.2,7.0,2.0,1.0
428.55,47.0,1.6,7.0,15.8,11.3,18.8,0.8,15.5,19.0,62.8,5.0,38.8,6.8,6.0,,2.0
842.4,39.0,0.8,31.0,45.2,14.3,43.2,69.2,26.1,13.0,31.5,10.0,26.9,3.5,5.0,5.0,3.0
2126.68,42.0,3.7,15.0,35.0,9.9,30.4,,43.9,,69.0,4.0,14.2,7.3,8.0,2.0,3.0
338.4,38.0,2.7,2.0,23.0,4.8,12.1,2.0,0.2,56.0,62.1,2.0,11.3,1.5,6.0,1.0,1.0
1450.23,53.0,7.5,3.0,22.6,7.5,8.3,9.8,11.6,11.0,54.3,3.0,21.24,12.7,8.0,7.0,2.0
1668.49,42.0,3.1,16.0,30.3,9.2,29.5,25.5,14.7,13.0,68.3,7.0,20.6,7.2,5.0,2.0,3.0
3054.68,29.0,4.5,15.0,30.6,7.5,25.6,,31.3,8.0,55.2,5.0,39.3,1.1,7.0,2.0,3.0
1329.25,,4.8,19.0,32.9,10.9,33.6,34.7,16.8,53.0,69.6,5.0,20.3,,6.0,4.0,1.0
594.69,33.0,3.5,13.0,29.4,10.8,,42.9,25.7,3.0,61.4,3.0,34.6,9.2,2.0,0.0,
2534.89,39.0,4.8,16.0,31.0,9.1,23.2,66.6,40.3,31.0,42.1,5.0,24.6,2.4,7.0,2.0,2.0
928.88,32.0,1.3,10.0,29.0,6.9,18.8,35.1,30.1,5.0,67.9,0.0,12.1,2.7,7.0,1.0,2.0
1549.61,,0.7,13.0,19.3,9.1,15.3,28.0,43.2,41.0,61.5,3.0,21.6,8.6,7.0,2.0,3.0
818.63,40.0,8.6,1.0,20.1,7.7,11.9,13.9,12.1,30.0,60.4,0.0,22.44,2.5,9.0,,2.0
461.81,38.0,1.6,9.0,8.1,9.3,9.6,14.0,15.3,10.0,52.9,,61.8,4.5,8.0,1.0,2.0
3690.5,50.0,3.1,30.0,53.3,15.6,36.2,39.3,36.7,,31.0,5.0,58.7,9.1,6.0,8.0,
622.49,33.0,3.5,0.0,17.1,6.5,10.4,,39.8,2.0,56.4,1.0,,4.6,8.0,0.0,3.0
481.76,18.0,1.5,0.0,,5.5,15.1,11.8,0.0,39.0,75.9,3.0,6.5,1.6,7.0,1.0,3.0
1165.8,33.0,6.0,22.0,36.2,,24.1,52.0,21.8,24.0,51.7,8.0,55.6,10.1,8.0,5.0,2.0
2120.65,18.0,4.0,17.0,41.6,9.4,,20.8,20.0,29.0,57.5,4.0,19.5,4.3,6.0,3.0,2.0
780.89,42.0,7.1,0.0,17.5,7.0,7.7,44.4,10.7,7.0,74.6,,9.1,1.0,8.0,0.0,2.0
825.92,18.0,0.8,25.0,43.7,14.2,22.5,,22.9,,46.5,15.0,68.4,10.4,5.0,2.0,4.0
1086.84,26.0,0.4,12.0,,4.6,9.9,4.7,10.9,12.0,73.1,,25.08,9.2,4.0,1.0,1.0
1570.5,33.0,3.1,13.0,30.1,,17.5,45.9,41.7,20.0,36.8,11.0,53.9,,0.0,10.0,2.0
1632.65,56.0,0.9,13.0,18.8,7.1,14.0,0.0,11.3,64.0,69.4,1.0,75.3,5.3,6.0,2.0,2.0
3460.16,25.0,1.6,14.0,22.8,,30.6,47.0,29.5,32.0,33.4,8.0,27.0,4.6,11.0,1.0,4.0
563.26,38.0,6.4,7.0,18.2,5.7,13.0,40.2,17.0,1.0,61.7,1.0,37.3,,6.0,1.0,1.0
461.5,44.0,2.3,0.0,12.7,5.8,14.5,,0.0,5.0,73.3,0.0,26.8,3.8,7.0,1.0,4.0
0.0,,5.0,2.0,14.9,2.0,12.4,,0.0,21.0,65.7,0.0,3.3,6.2,8.0,1.0,1.0
1154.86,47.0,1.9,18.0,8.9,,12.5,23.2,4.3,64.0,65.7,3.0,65.88,5.7,6.0,3.0,4.0
1324.39,51.0,3.5,11.0,23.6,7.0,10.5,6.8,0.7,24.0,67.4,2.0,27.7,1.1,4.0,4.0,5.0
136.88,,2.7,8.0,17.5,4.0,4.4,0.0,15.9,29.0,98.7,0.0,52.8,,6.0,1.0,3.0
1402.59,23.0,0.4,5.0,,10.0,24.2,36.1,24.5,75.0,61.3,6.0,34.44,2.3,7.0,2.0,2.0
766.9,42.0,3.0,18.0,32.9,5.7,17.8,0.0,14.3,149.0,60.1,3.0,44.04,4.6,7.0,,1.0
1773.26,48.0,4.2,7.0,40.0,13.1,,41.4,38.7,112.0,37.4,,60.8,7.7,4.0,4.0,1.0
323.24,26.0,1.5,14.0,33.0,8.0,22.4,29.0,5.1,42.0,58.1,,37.2,17.2,3.0,2.0,
803.5,31.0,4.8,0.0,,1.0,9.7,0.0,11.2,4.0,72.7,2.0,48.84,2.8,5.0,1.0,4.0
1804.53,28.0,3.5,14.0,23.6,6.4,23.8,,26.2,8.0,47.7,4.0,52.2,8.2,2.0,10.0,3.0
684.82,47.0,2.4,4.0,22.0,8.4,8.2,12.9,4.5,15.0,62.2,8.0,17.9,8.7,11.0,3.0,4.0
735.16,37.0,1.5,4.0,,5.3,7.6,0.0,16.7,25.0,65.1,0.0,5.4,5.5,4.0,4.0,3.0
6639.49,34.0,7.5,21.0,47.8,9.3,32.1,75.0,39.1,51.0,57.4,5.0,25.3,12.4,6.0,7.0,1.0
2882.22,22.0,2.2,18.0,37.3,11.9,26.8,44.2,36.1,38.0,42.7,9.0,69.4,0.3,5.0,6.0,1.0
721.07,37.0,0.9,8.0,9.2,6.4,13.1,25.9,7.3,30.0,68.6,1.0,96.36,4.5,8.0,1.0,1.0
641.88,31.0,4.7,2.0,,7.0,9.3,,28.9,56.0,74.2,3.0,30.3,5.2,5.0,1.0,2.0
363.74,40.0,3.3,6.0,18.9,8.2,17.6,,23.4,55.0,58.8,1.0,35.879999999999995,7.2,5.0,2.0,
971.01,24.0,1.8,1.0,29.9,7.7,12.4,0.0,10.8,53.0,71.3,2.0,49.4,,10.0,2.0,3.0
572.49,40.0,0.2,0.0,11.0,3.6,2.8,8.1,,,67.6,0.0,35.52,0.8,8.0,2.0,1.0
2605.49,32.0,3.0,21.0,62.9,12.6,45.1,65.4,54.3,7.0,14.9,13.0,38.4,6.2,3.0,8.0,3.0
589.05,23.0,1.1,10.0,26.2,4.4,16.0,22.3,25.1,19.0,60.3,4.0,,4.8,5.0,0.0,2.0
3345.06,22.0,2.4,21.0,33.7,13.7,33.4,,48.8,38.0,49.6,4.0,72.96,6.8,10.0,3.0,1.0
2969.25,23.0,3.7,28.0,44.2,15.0,21.7,31.2,44.0,12.0,42.5,8.0,23.5,2.2,5.0,7.0,
2117.55,35.0,2.8,16.0,28.3,6.7,29.0,44.9,26.7,67.0,53.9,10.0,46.4,0.9,9.0,2.0,2.0
1457.58,39.0,1.5,0.0,15.1,2.7,8.2,0.0,4.8,24.0,100.0,1.0,42.6,5.7,6.0,1.0,1.0
2688.56,41.0,4.0,19.0,42.0,12.8,29.6,,36.3,23.0,36.4,8.0,29.0,4.7,5.0,3.0,2.0
1073.03,41.0,1.6,6.0,11.6,3.8,15.8,0.0,4.4,12.0,72.4,6.0,11.2,16.3,5.0,2.0,3.0
238.62,28.0,1.1,2.0,16.2,6.1,7.4,4.5,,22.0,77.6,0.0,,7.8,5.0,0.0,2.0
3054.64,50.0,3.3,12.0,41.9,11.5,42.9,54.8,49.5,43.0,28.0,,,5.0,3.0,6.0,2.0
907.56,32.0,3.4,12.0,18.7,6.6,5.6,25.4,13.3,35.0,82.4,5.0,,6.6,4.0,,2.0
1804.66,43.0,1.5,12.0,24.3,7.2,22.8,21.7,12.3,153.0,63.5,4.0,50.0,7.1,8.0,7.0,3.0
908.67,36.0,7.0,6.0,,5.9,15.4,0.0,,,75.9,3.0,55.0,1.1,3.0,3.0,2.0
1213.1,42.0,4.0,19.0,31.0,,20.5,66.2,32.8,51.0,35.0,6.0,24.84,11.2,3.0,3.0,2.0
7429.18,35.0,7.0,32.0,51.3,19.7,37.6,78.5,43.0,4.0,38.4,9.0,16.8,10.1,3.0,,3.0
239.12,42.0,10.0,0.0,13.0,5.9,,0.0,12.3,8.0,87.9,3.0,86.64,10.8,14.0,0.0,3.0
1213.85,37.0,3.9,2.0,13.9,6.0,9.4,30.4,2.9,32.0,75.3,,43.1,15.9,12.0,2.0,2.0
1375.13,47.0,0.9,3.0,18.4,8.8,6.7,40.1,14.0,76.0,60.4,3.0,68.5,3.0,9.0,2.0,2.0
863.82,28.0,4.0,11.0,34.8,7.6,18.0,30.6,21.4,24.0,70.9,5.0,78.4,0.7,5.0,3.0,3.0
291.01,18.0,0.2,0.0,20.1,3.1,7.4,6.7,0.0,18.0,62.2,2.0,58.1,5.7,5.0,1.0,3.0
817.86,26.0,0.5,0.0,16.2,5.5,,28.9,11.4,4.0,68.7,3.0,12.6,3.4,8.0,1.0,2.0
1516.94,50.0,2.4,14.0,32.1,,23.7,35.8,28.2,27.0,45.1,9.0,69.1,8.2,5.0,1.0,2.0
134.99,36.0,2.9,0.0,20.4,4.4,7.6,0.0,0.2,18.0,73.5,2.0,36.6,0.8,6.0,1.0,2.0
1706.51,39.0,0.9,14.0,22.0,6.2,14.3,17.7,0.0,,65.5,1.0,,12.2,5.0,1.0,3.0
1140.88,25.0,8.4,24.0,41.4,14.8,40.1,,39.5,10.0,39.6,13.0,34.9,9.3,2.0,6.0,4.0
1278.59,,7.5,13.0,33.6,9.3,21.8,75.6,20.5,,56.8,3.0,60.2,2.2,3.0,1.0,
1193.68,25.0,2.4,19.0,34.2,9.2,27.7,20.5,57.6,13.0,48.8,4.0,67.8,5.1,5.0,3.0,2.0
1311.88,,6.0,8.0,25.3,6.3,16.2,37.6,7.2,9.0,59.7,6.0,36.3,9.2,4.0,4.0,4.0
1911.27,33.0,3.9,18.0,24.3,15.3,,18.5,25.4,11.0,40.0,2.0,,3.7,4.0,7.0,
962.62,43.0,2.8,5.0,18.4,9.4,11.7,35.0,25.5,18.0,59.3,2.0,46.8,6.2,2.0,4.0,2.0
746.36,44.0,2.3,10.0,29.7,10.7,13.8,29.8,24.1,10.0,59.2,3.0,41.52,1.6,6.0,2.0,3.0
713.5,44.0,2.7,2.0,21.6,4.1,11.8,1.1,14.2,9.0,78.9,1.0,33.6,10.1,11.0,2.0,2.0
856.87,18.0,3.2,6.0,32.5,11.8,20.0,50.1,,39.0,63.7,5.0,89.64,3.1,9.0,3.0,2.0
207.98,37.0,5.6,2.0,29.9,,13.3,10.6,18.8,9.0,62.6,4.0,52.92,4.9,4.0,3.0,3.0
1355.51,35.0,3.3,10.0,25.7,9.3,22.4,42.2,31.0,43.0,52.9,2.0,44.1,5.8,5.0,,1.0
709.54,19.0,0.6,21.0,37.1,9.7,20.6,25.5,18.0,28.0,57.2,6.0,15.6,9.4,8.0,,4.0
2773.07,38.0,0.9,10.0,24.0,7.6,27.1,12.1,18.5,11.0,53.6,2.0,36.2,2.2,8.0,0.0,2.0
1687.6,34.0,2.8,17.0,25.8,14.3,30.9,56.6,35.9,,46.1,10.0,,3.8,3.0,,1.0
